Expected_Output,NNet_Output
9597,1,0.230312635628767
4513,0,-0.0688946121591745
3184,0,-0.0316661750313341
8041,1,0.647353003575437
1943,0,-0.42848163619844
4495,0,0.397411831026091
3602,0,0.0218420177394527
6512,0,0.0328120469167773
1864,0,0.44082205838847
1549,0,0.189197134342658
9522,1,0.992711216785927
9039,1,0.490901390018308
9974,1,0.250415558665024
577,0,0.573594809753366
5830,0,-0.114257176487486
5836,0,0.0359578869839276
5423,0,-0.0869009939352388
6416,0,0.0115136057182605
6829,0,0.00733569931457323
6040,0,0.4588743745761
9087,1,0.622745185806922
7308,0,-0.0284528134674515
8297,1,0.849957043402227
3045,0,-0.0397881024449018
1822,0,-0.0131895277922812
5764,0,0.0259339648545687
1598,0,-0.0201595091224694
7121,0,0.0476154744322174
7282,0,0.0823775738575672
2231,0,0.195602557674962
10151,1,0.759982868179388
2704,0,-0.0155919067769201
9645,1,0.0997562244040848
7769,0,-0.0286044456058983
74,0,-0.0921773061531077
9886,1,0.60408791468909
3453,0,-0.0412100391091494
5422,0,0.708951226321406
3034,0,0.0326796137050493
7523,0,-0.00120210667752341
4098,0,0.034608270173956
2594,0,0.124599149958456
127,0,-0.0129857515619968
2506,0,0.0223901505118036
1188,0,-0.0258633413518033
3016,0,-0.09878873628528
3877,0,0.83907937178549
8940,1,0.923974344732606
4408,0,0.0456213128873261
4569,0,0.0143472159442306
9417,1,0.588981345695593
4433,0,0.0293553132362847
9713,1,0.792368860387584
8808,1,0.115619595599177
3113,0,0.0834327166107387
8493,1,0.611155197086568
2410,0,0.646703697193748
4831,0,-0.0357197086879631
5674,0,-0.166789707814384
9011,1,0.307618464329496
7249,0,0.0116816388146609
3191,0,0.0158839827131714
3052,0,0.523348436009722
942,0,0.0599089943814355
741,0,0.0946150941227272
5642,0,0.247264948713441
4475,0,0.157595853357948
2670,0,0.0983751535966929
10218,1,0.380418141608534
3849,0,-0.112808862522907
2457,0,-0.0123181545159872
1019,0,-0.0229467345379341
6018,0,-0.0939289871814004
3635,0,0.335603344211697
6208,0,0.116809756407423
8649,1,0.0298794620269557
8683,1,0.850171791062331
9671,1,0.00115545995249045
8197,1,0.0330603740765849
875,0,0.503609412205668
4634,0,0.218476397133635
4525,0,0.32329837576937
9434,1,0.991728232577646
1988,0,0.00874943689822594
3530,0,0.0252350703352688
160,0,0.0200028530833163
9764,1,0.28429754191671
2041,0,-0.0226725096809025
8206,1,0.65171117174602
1249,0,0.561939243357715
1021,0,0.714769215507946
5112,0,0.0671394765151822
9939,1,0.918359021215558
609,0,0.441167060734086
7539,0,0.377205654378458
2783,0,-0.110649255730133
5712,0,-0.0349083928306125
6876,0,0.0473595188619988
6181,0,0.432046642043933
993,0,0.247672558195196
8834,1,0.0944560094274302
9663,1,0.49501902570333
2464,0,-0.432572836701958
7330,0,0.517835951956382
9378,1,1.35284199189572
9540,1,0.902326098159596
145,0,0.840615494210436
7211,0,0.00218042817276809
5036,0,0.0670441447109876
6326,0,0.0498288335527701
10323,1,0.645855774056772
7976,0,0.160435468354507
1088,0,0.849122039761791
7683,0,0.226154167954868
3147,0,-0.0544296682841738
1748,0,0.0972432786935004
7968,0,0.123459154194045
4690,0,0.0614848540786426
7469,0,0.767872411917821
3755,0,0.270552066610421
6699,0,0.064415915905038
1508,0,0.423530967445075
8716,1,0.532637588291044
4782,0,0.17667950582806
3666,0,0.135458157230904
4624,0,0.120477017875292
9259,1,0.369249517060863
8470,1,0.00544150800788301
5091,0,-0.191518821165113
7065,0,0.580350208684908
1232,0,-0.00671363104365819
8629,1,0.1793627306976
8536,1,0.925805712036679
6184,0,0.0470102635875151
762,0,0.0915644097676609
7400,0,0.629376562233282
4324,0,0.0159858940759099
10309,1,0.795125351815745
6704,0,0.103037990567804
7480,0,0.0105089478941174
7277,0,0.0772444186114811
7708,0,0.323435158162245
7156,0,0.0257696584043445
4129,0,-0.0246837978417379
5962,0,0.656372262711185
6963,0,0.284231754110646
281,0,-0.0110722281101627
7565,0,0.511332083810031
57,0,0.13575564902929
1720,0,-0.0416407840819731
9188,1,0.908137465454571
566,0,-0.0262974541652582
2207,0,0.0573550926758687
1118,0,0.0821265860921242
912,0,0.61779349957275
8510,1,0.895762997892221
2632,0,0.351813711833197
3072,0,0.0221576511785048
4551,0,0.160119238461409
6681,0,-0.0548659761457065
5161,0,-0.000689533147805843
323,0,0.0704539811265519
9331,1,0.434353777076501
9457,1,0.861036482749784
624,0,0.105252310836636
1974,0,0.0267999581057181
1444,0,0.279605893014351
8698,1,-0.11480214115628
1236,0,0.0679883427039366
4052,0,-0.00928610757763693
4158,0,0.208425721699415
10404,1,0.433559788143245
7588,0,0.0451521254914506
4800,0,-0.00895496276136276
8997,1,0.0443368167543212
4407,0,0.144623912070229
2781,0,0.300874270968301
3750,0,0.0782725566421372
7253,0,-0.0288845109789035
9646,1,0.968515391647616
8982,1,0.271658850204387
805,0,0.0946387589058866
5845,0,0.100423609908428
3307,0,-0.531596305617902
5816,0,0.014450062003981
9688,1,0.967333466576181
5065,0,0.294196429402972
571,0,0.345795445277308
2414,0,0.0349875764071315
8976,1,0.398511791393749
878,0,0.0054165513825073
585,0,0.0352706320872026
9798,1,0.767241252478709
5484,0,0.323246636845444
4876,0,0.0242451813709579
1481,0,0.01900992291558
10116,1,0.415534596906361
4462,0,0.0373197624902034
58,0,0.205805934823389
8393,1,0.598597230166044
6734,0,0.180712103687253
4000,0,-0.292093285636477
3352,0,0.0695519215624064
4066,0,0.529497380668698
5535,0,0.613360469287214
1210,0,0.11439755392027
3179,0,0.208248400798072
9518,1,0.43991350167285
10243,1,0.516756433008877
2380,0,0.410169960523002
8955,1,0.498185556883913
3124,0,0.520621816685433
7876,0,0.0371570704672986
4457,0,0.0345216798563146
109,0,0.0754759586816426
2021,0,0.00353355644336839
6474,0,-0.0240862050317507
5513,0,0.0252531193931965
10471,1,0.645080481968915
8978,1,0.174079950036346
5837,0,0.652201703494308
5987,0,0.170515999592898
4181,0,-0.428222488531039
6568,0,0.255416631587263
9046,1,0.487395547965068
5975,0,0.123228365087058
1729,0,0.359042935726541
8409,1,0.699301138428541
446,0,0.473252242495504
3920,0,-0.0282200986050811
5013,0,-0.0298992424428774
4380,0,0.305236948798239
3267,0,-0.0373925573206811
3007,0,0.0433927694427969
8837,1,0.934226065180162
2585,0,0.493824235821547
3707,0,0.0667286679887567
5414,0,0.431836435815086
8270,1,0.288604140216981
1359,0,0.503773835679609
161,0,0.367750318435227
4698,0,0.180362695596617
148,0,0.559238382301615
5370,0,0.0170513548614418
1070,0,0.0160740073538188
782,0,0.563936844367141
9655,1,-0.0330666867799205
4447,0,0.228733601114495
7572,0,0.0928782029721784
1737,0,0.0866492563214105
5998,0,0.433819079412038
3598,0,0.2555826072623
3378,0,-0.153484649161687
1412,0,0.168644894685863
9998,1,-0.472403959589495
9547,1,-0.0613273696181629
9492,1,0.856728901218908
4128,0,0.0449325105366186
7451,0,-0.0686931812889467
1356,0,0.59361630348759
9447,1,0.274175231739962
443,0,0.0326811147100297
3461,0,-0.00724081478748129
2285,0,-0.0910213247922473
10181,1,0.652806292650567
10060,1,0.47969790146309
4916,0,0.184089747176337
4824,0,0.153149413577357
4816,0,-0.0488827127165432
5402,0,0.0244202973401868
7670,0,0.39188660199253
4823,0,0.0170955797537107
9699,1,0.597293730990502
964,0,-0.00791141384099392
8825,1,0.348993122461444
3509,0,0.372923341636146
9330,1,0.955897071002014
9308,1,0.963462708780846
7021,0,0.339850815623548
8930,1,0.489163428293151
427,0,0.0376252820075278
3969,0,0.297585182172338
8067,1,0.232632451832644
8188,1,0.127296120190775
8835,1,0.642580023343519
9134,1,0.956368385874301
1452,0,0.423303141974684
2543,0,0.162419246019567
1117,0,0.0515378178331838
3633,0,-0.00723760862407541
724,0,0.0921247416619116
8680,1,0.514723527055403
1846,0,-0.083141188726
1783,0,0.00387166889795754
7734,0,0.0236164802675614
7933,0,-0.0637814624237738
2221,0,0.120283586203585
5530,0,1.13378869711269
1265,0,0.0568167053113181
7517,0,0.627157494159648
7842,0,0.0345709867577532
4153,0,-0.0134132656932037
895,0,0.514999700860699
10386,1,0.0122563592717253
8557,1,0.0898996145150155
10456,1,0.106189693257641
2,0,0.273151959353479
4205,0,0.0630333953759736
8474,1,0.375303679627913
5652,0,-0.225336864172852
9598,1,0.296114995985436
5163,0,0.504588490386092
9402,1,0.801931832522757
8668,1,0.262491726885645
4638,0,0.0929069706575621
7333,0,-0.0398469571404106
9422,1,0.551562541769923
5417,0,-0.0843095107801957
8344,1,0.23246241812974
5936,0,0.20129993598944
8434,1,0.485443654624643
6248,0,0.00516589494737718
8183,1,0.720164700389221
5864,0,0.0160704865511869
3089,0,0.0222067329656039
4642,0,-0.0118294817856429
3776,0,1.04584133449347
10452,1,0.561225218503851
1327,0,-0.0770378685103246
8843,1,-0.453742329526977
7193,0,0.377574800717529
7329,0,-0.021740582866119
3723,0,0.177891498893605
6941,0,0.0914006961439254
3548,0,0.429630951390329
9848,1,0.380237325090258
8618,1,0.647571551187259
8539,1,0.574388083571999
7129,0,0.00410006588546352
141,0,0.104838882490665
7120,0,0.0322623972066403
4875,0,0.0251480115673623
10160,1,1.05525845535572
3444,0,-0.0910133772997135
6713,0,0.401854771080847
1591,0,-0.0321724939587953
10393,1,0.493621039924787
4565,0,0.551567898967707
8226,1,0.690684408938028
4353,0,-0.104606649851543
3246,0,0.227460762188758
3286,0,0.359816551558424
4326,0,0.00429921650047582
6609,0,0.0367581415700553
399,0,0.0352200721835143
10395,1,0.959608121423028
5471,0,0.0491801617460688
3662,0,0.0831075345976451
2385,0,-0.0129513378378576
4471,0,0.277391731263771
8913,1,0.103496249023294
945,0,0.0293651143986072
1788,0,-0.104212053384343
6827,0,0.120135995044844
3264,0,-0.066568921708827
5293,0,-0.0817537794804006
1964,0,-0.0671863869184495
10383,1,0.324791344230278
4224,0,0.126190940445646
7053,0,0.116013388724047
6028,0,0.329221908487605
1478,0,0.426887707069218
9499,1,0.378264725784369
5843,0,0.666149864223904
512,0,-0.102305049170271
5405,0,0.0436265217530406
10003,1,0.699039338132016
1051,0,0.0614423521446442
4728,0,0.0481999553129048
950,0,0.18529884955669
7205,0,0.0531820719380313
6792,0,0.395755245545255
6152,0,-0.0132800125418523
8789,1,0.489993363132647
338,0,0.206361959199149
1517,0,0.241214473135564
1357,0,0.0965606483533121
8227,1,0.230360211335786
622,0,0.0504929107960117
4075,0,0.463928057001643
2923,0,0.515724220008601
5731,0,0.572145602111245
2022,0,0.255331505164615
3862,0,1.14163838212681
