Expected_Output,NNet_Output
5539,0,0.0323040043677106
2079,0,0.0377507146115812
5772,0,0.00462713618928555
6558,0,0.0430187732993289
7461,0,-0.0214941351370495
4297,0,-0.188253054858267
7446,0,-0.0214025815805421
8440,1,0.74229150314888
10371,1,1.18700999160717
9436,1,0.0183797909416366
4704,0,0.229474290786134
7575,0,0.218960942413148
4895,0,0.0714512861494748
1611,0,0.174625497088013
5924,0,0.640919227300332
971,0,0.089628161345028
2810,0,0.66591033815361
1546,0,0.090845409638136
7493,0,0.0281677263864059
10103,1,0.885747300114179
9124,1,0.0347785628293877
3747,0,0.355679979990392
1299,0,0.138989123451854
430,0,0.115200374397247
8392,1,0.614140351101812
10108,1,0.355913706464739
7345,0,0.0749045430132788
3918,0,-0.0119935603523537
10005,1,0.521215710463854
7889,0,-0.21100084256466
3282,0,-0.189818115346506
8730,1,0.642862581069508
10238,1,0.270688423119781
9754,1,0.334897042121433
4280,0,0.188089878079228
5157,0,0.216484403466036
9208,1,0.416131471236899
2544,0,0.0104096783726015
2139,0,0.365013735597176
4264,0,0.197881125899577
2484,0,-0.0247452748475441
8856,1,0.61346424207157
591,0,0.659016025781047
4065,0,0.355315319118893
703,0,-0.0711585244708983
2735,0,-0.0590003819910316
8811,1,0.802910930786193
8532,1,0.836965231392582
8255,1,0.332061400714121
10137,1,0.3455038594917
6990,0,0.297762437392006
3327,0,0.391753886909526
3052,0,0.293620552956855
4278,0,-0.18890143816785
9108,1,0.421083856111906
4418,0,0.218607530222551
9521,1,1.00941717547173
7520,0,0.000703867037866734
2065,0,0.301930521611045
3788,0,-0.0452366942265747
5418,0,0.306629939984495
7261,0,0.436847827729245
5485,0,0.00524553062631594
9373,1,0.591388189203827
4537,0,0.0898790317626525
1616,0,0.0302968555458336
5826,0,0.317825860842672
567,0,-0.0960317304525705
4193,0,0.327993319170269
7672,0,0.327722082050495
5215,0,-0.196096855221876
4554,0,-0.342904166952819
790,0,0.217797141641323
6218,0,0.221950919683977
8650,1,0.852852873689003
10042,1,0.248639015898992
8758,1,0.585470385378731
6907,0,0.152699866407178
1121,0,-0.499274589261662
6775,0,0.0518785670542908
7103,0,0.331316922363163
4235,0,0.521493145003429
809,0,0.172971278134765
1963,0,0.515046813081089
6580,0,0.407936099971029
10293,1,1.30371482014952
10481,1,0.944821735915829
6756,0,-0.00227795793842756
1462,0,0.729518959445362
6964,0,0.169792541766492
1882,0,-0.0111245921838763
3068,0,0.325369581406114
9512,1,0.329267027643137
1646,0,0.0352269541367775
9426,1,0.314957065439467
1768,0,-0.0351584312382098
7389,0,-0.192441733355816
7772,0,0.658238678024625
3337,0,-0.0493797559551554
2965,0,-0.0146567116568022
6870,0,0.0986341239865031
6515,0,0.0502187386536247
3970,0,0.00534306476023572
4431,0,0.381425955820974
10065,1,0.258770503919245
8945,1,0.875248553402837
3709,0,0.0167570564694389
1839,0,-0.0182194826207933
2752,0,0.00535890237606085
5504,0,0.195570890677417
6973,0,-0.0235156217346353
3101,0,0.415674784965911
9458,1,0.381367400885373
10020,1,0.175480856232533
6577,0,0.0764916458358547
3489,0,-0.0316410827259921
4573,0,-0.212815366690386
8383,1,0.931229326388251
6022,0,0.235660124969335
889,0,0.0754341338676823
6427,0,-0.0692972648302363
146,0,0.060154386256809
2767,0,-0.0607908959901658
4196,0,-0.0978622609823367
3821,0,0.0357728855296207
7866,0,0.0220874502435909
1507,0,0.165292217429821
3059,0,0.0885026048979773
1059,0,0.486462514198085
1958,0,0.0484196799089803
5478,0,0.114992735173774
1580,0,0.0159438632293115
9048,1,0.804779512611278
1083,0,0.163788374447017
9360,1,0.444057016659947
427,0,-0.00954166769681497
9557,1,0.989768195690248
7309,0,0.2765919235843
7578,0,-0.0244804415881016
1984,0,-0.083700815145997
4657,0,0.0785016572250136
10182,1,0.920582755639644
741,0,-0.111991343646967
4640,0,0.00458090765243496
5224,0,0.189726274339733
9013,1,0.917743400266247
6969,0,0.148411407964874
6585,0,0.618674923383875
3768,0,-0.195036392110886
3010,0,0.0609086479645884
3753,0,0.280437599969642
5831,0,-0.0818716008804049
5809,0,0.156200452815242
2292,0,0.202394972109675
1711,0,-0.127119021098782
2491,0,0.159497612795049
9721,1,0.802752259101857
4282,0,0.111717836943824
9859,1,0.502348774779257
8360,1,0.202053544029117
8302,1,0.9594573533468
2490,0,0.125555293395006
3413,0,0.146178052318034
2850,0,0.479615814674374
6340,0,0.0019734225690502
6802,0,0.0331054954264798
964,0,-0.0266212876813966
4589,0,0.640375910316813
5765,0,-0.0314683473714565
1761,0,0.221015394038038
10011,1,0.548768831600213
9767,1,0.853351230393001
1267,0,0.331502883445653
6549,0,0.0508572509356039
2835,0,0.0262537660702259
9010,1,0.146543327978181
10262,1,0.335437463142019
7282,0,0.0256391781406718
4485,0,-0.0837706820012646
6509,0,0.148698713137165
9719,1,0.328554506446623
4270,0,-0.264154273196774
2261,0,0.363089167476097
5997,0,0.399858313226699
1387,0,-0.0444114043283592
8842,1,0.904461908563717
962,0,-0.0558514395239107
1561,0,-0.00576429714836678
1614,0,0.381723720267861
5732,0,-0.0809278034196554
3663,0,0.232937709473239
1087,0,0.111247204795779
239,0,-0.0244120288774676
1031,0,0.317822071124147
5707,0,0.15929797953868
9715,1,0.707493466332733
176,0,-0.0163300143052777
1194,0,0.13938040608304
1656,0,0.0113704544396628
4163,0,0.0461677467733434
6926,0,0.0855512919684478
8449,1,0.552211133691189
4069,0,-0.13363036988169
279,0,-0.0523730099103758
5266,0,0.340138254479634
2675,0,0.00470502660044425
9899,1,0.718473715204705
5759,0,-0.0381224507309761
8259,1,0.569011364653213
6212,0,0.0127140878797782
9500,1,0.754549530051173
7221,0,0.149963804120518
10447,1,0.140098313879928
5397,0,0.130267398008599
10380,1,0.102725682112493
7129,0,-0.0299496257153765
4234,0,0.0844548721858192
4285,0,0.154221922756658
1235,0,0.0242579583362266
5047,0,-0.181884126053583
5631,0,-0.0791466649335725
7102,0,0.136336250944776
8715,1,0.0245321675180292
